,Unnamed: 0,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
187,178,MANAWA ENERGY LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MANAWA ENERGY LIMITED,2025-03-31,,Submitted,FY24/25,Limited Assurance Report.pdf,2,0,Energy,Normal companies
188,178,MANAWA ENERGY LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MANAWA ENERGY LIMITED,2025-03-31,,Submitted,FY24/25,Manawa Energy Limited FY25  Climate Statement.pdf,2,0,Energy,Normal companies
189,179,MARLIN GLOBAL LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MARLIN GLOBAL LIMITED,2024-06-30,,Submitted,FY23/24,Marlin Global Limited - Climate Statement - 30 June 2024.pdf,1,0,Finance - Other,Normal companies
190,180,MARLIN GLOBAL LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MARLIN GLOBAL LIMITED,2025-06-30,,Submitted,FY24/25,Marlin 2025 Climate Statement.pdf,1,0,Finance - Other,Normal companies
191,182,MARSDEN MARITIME HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MARSDEN MARITIME HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,MMH Annual Report_2024.pdf,1,0,Infrastructure,Normal companies
192,183,MERCURY NZ LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MERCURY NZ LIMITED,2025-06-30,,Submitted,FY24/25,Mercury FY25 Climate Statement.pdf,1,0,Energy,Normal companies
193,184,MERCURY NZ LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MERCURY NZ LIMITED,2024-06-30,,Submitted,FY23/24,Mercury FY24 Climate Statement.pdf,1,0,Energy,Normal companies
194,185,MERIDIAN ENERGY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MERIDIAN ENERGY LIMITED,2025-06-30,,Submitted,FY24/25,Meridian Energy Climate-related Disclosures 2025.pdf,1,0,Energy,Normal companies
195,186,MERIDIAN ENERGY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MERIDIAN ENERGY LIMITED,2024-06-30,,Submitted,FY23/24,Meridian Climate related Disclosure 2024.pdf,1,0,Energy,Normal companies
196,187,METLIFECARE LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,METLIFECARE LIMITED,2024-06-30,,Submitted,FY23/24,Metlifecare Climate-related Disclosure Report 2024.pdf,1,0,Retirement Village,Normal companies
197,188,METLIFECARE LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,METLIFECARE LIMITED,2025-06-30,,Submitted,FY24/25,Metlifecare Climate Statement 2025.pdf,1,0,Retirement Village,Normal companies
198,189,MICHAEL HILL INTERNATIONAL LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MICHAEL HILL INTERNATIONAL LIMITED,2024-06-30,,Submitted,FY23/24,MHIL Exemption Notice NZ CRD 30 June 2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
199,190,MICHAEL HILL INTERNATIONAL LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MICHAEL HILL INTERNATIONAL LIMITED,2025-06-30,,Submitted,FY24/25,MHIL Exemption FY25.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
200,191,MILLENNIUM & COPTHORNE HOTELS NEW ZEALAND LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,MILLENNIUM & COPTHORNE HOTELS NEW ZEALAND LIMITED,2023-12-31,1.0,Submitted,FY23/24,MIL0019_Climate_Related_Disclosures_2023.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
201,192,MILLENNIUM & COPTHORNE HOTELS NEW ZEALAND LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MILLENNIUM & COPTHORNE HOTELS NEW ZEALAND LIMITED,2024-12-31,,Submitted,FY24/25,MCK_FY24_Climate_Statement_FINAL_issued_April28_2025.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
202,194,MOVE LOGISTICS GROUP LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,MOVE LOGISTICS GROUP LIMITED,2024-06-30,,Submitted,FY23/24,MOVE Climate Statement 2024-v6.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
203,195,MOVE LOGISTICS GROUP LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,MOVE LOGISTICS GROUP LIMITED,2025-06-30,,Submitted,FY24/25,MOVE FY25 Climate Statement.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
204,196,"MUFG BANK, LTD.",31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,"MUFG BANK, LTD.",2024-03-31,,Submitted,FY23/24,"MUFG Bank, Ltd..pdf",2,0,Finance - Banks,Normal companies
205,196,"MUFG BANK, LTD.",31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,"MUFG BANK, LTD.",2024-03-31,,Submitted,FY23/24,MUFG New Zealand Climate Report FY2023.pdf,2,0,Finance - Banks,Normal companies
206,198,"MUFG BANK, LTD.",31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,"MUFG BANK, LTD.",2025-03-31,,Submitted,FY24/25,"MUFG Bank, Ltd. 31 March 2025.pdf",2,0,Finance - Banks,Normal companies
207,198,"MUFG BANK, LTD.",31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,"MUFG BANK, LTD.",2025-03-31,,Submitted,FY24/25,MUFG New Zealand Climate Report 31 March 2025.pdf,2,0,Finance - Banks,Normal companies
208,199,NAPIER PORT HOLDINGS LIMITED,30-09-2024 - Not required to lodge,Normal companies,,,2024,NAPIER PORT HOLDINGS LIMITED,2024-09-30,,Not required to lodge,FY24/25,2024 Climate Change Report (FINAL) - signed.pdf,1,0,Infrastructure,Normal companies
209,200,NAPIER PORT HOLDINGS LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,NAPIER PORT HOLDINGS LIMITED,2024-09-30,,Submitted,FY24/25,2024 Climate Change Report (FINAL) - signed.pdf,1,0,Infrastructure,Normal companies
210,201,NAPIER PORT HOLDINGS LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,NAPIER PORT HOLDINGS LIMITED,2025-09-30,,Submitted,FY25/26,NPH - Climate Change Related Disclosure Report - November 2025.pdf,1,0,Infrastructure,Normal companies
211,202,NELSON BUILDING SOCIETY,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,NELSON BUILDING SOCIETY,2024-03-31,,Submitted,FY23/24,NBS-Climate-Related-Disclosure-2024.pdf,1,0,Constructions,Normal companies
212,204,NELSON BUILDING SOCIETY,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,NELSON BUILDING SOCIETY,2025-03-31,,Submitted,FY24/25,NBS-Climate-Related-Disclosure-2025.pdf,1,0,Constructions,Normal companies
213,205,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,31-01-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,2025-01-31,,Submitted,FY24/25,New Zealand King Salmon FY25 Climate-Related Disclosures.pdf,1,0,Finance - Other,Normal companies
214,206,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,31-01-2024 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2024,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,2024-01-31,,Submitted,FY23/24,Climate-Related Disclosures.pdf,1,0,Finance - Other,Normal companies
215,208,NEW ZEALAND LOCAL GOVERNMENT FUNDING AGENCY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,NEW ZEALAND LOCAL GOVERNMENT FUNDING AGENCY LIMITED,2025-06-30,,Submitted,FY24/25,Climate Statement 2025-Exemption.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
216,209,NEW ZEALAND LOCAL GOVERNMENT FUNDING AGENCY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,NEW ZEALAND LOCAL GOVERNMENT FUNDING AGENCY LIMITED,2024-06-30,,Submitted,FY23/24,2406 Climate-Related-Disclosures-2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
217,210,NEW ZEALAND RURAL LAND COMPANY LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,NEW ZEALAND RURAL LAND COMPANY LIMITED,2024-12-31,,Submitted,FY24/25,NZL CRD Climate Statement 2024.pdf,1,0,Real Estates,Normal companies
218,211,NEW ZEALAND RURAL LAND COMPANY LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,NEW ZEALAND RURAL LAND COMPANY LIMITED,2023-12-31,1.0,Submitted,FY23/24,NZL Climate Related Disclosure.pdf,1,0,Real Estates,Normal companies
219,213,NIB NZ LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,NIB NZ LIMITED,2024-06-30,,Submitted,FY23/24,nib NZ Climate Related Disclosure_FINAL_R3.pdf,1,0,Finance - Insurance,Normal companies
220,214,NIB NZ LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,NIB NZ LIMITED,2025-06-30,,Submitted,FY24/25,nib nz 2025 Climate Related Disclosure.pdf,1,0,Finance - Insurance,Normal companies
221,215,NUFARM FINANCE (NZ) LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,NUFARM FINANCE (NZ) LIMITED,2024-09-30,,Submitted,FY24/25,NFF Exemption Notice Climate Reporting 30 September 2024 MBIE 6.11.2024.pdf,1,0,Finance - Other,Normal companies
222,216,NUFARM FINANCE (NZ) LIMITED,30-09-2024 - Not required to lodge,Normal companies,,,2024,NUFARM FINANCE (NZ) LIMITED,2024-09-30,,Not required to lodge,FY24/25,NFF Exemption Notice Climate Reporting 30 September 2024 MBIE 6.11.2024.pdf,1,0,Finance - Other,Normal companies
223,217,NUFARM FINANCE (NZ) LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,NUFARM FINANCE (NZ) LIMITED,2025-09-30,,Submitted,FY25/26,NFF Exemption Notice Climate Reporting 30 September 2025.pdf,1,0,Finance - Other,Normal companies
224,218,NZME LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,NZME LIMITED,2024-12-31,,Submitted,FY24/25,NZME Annual Report 2024 (including climate statement).pdf,1,0,Telecom,Normal companies
225,219,NZME LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,NZME LIMITED,2023-12-31,1.0,Submitted,FY23/24,NZME Annual Report 2023 (including climate statement).pdf,1,0,Telecom,Normal companies
226,221,NZX LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,NZX LIMITED,2024-12-31,,Submitted,FY24/25,NZX Annual Report 2024 (including climate statement).pdf,1,0,Finance - Other,Normal companies
227,222,NZX LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,NZX LIMITED,2023-12-31,1.0,Submitted,FY23/24,NZX Annual Report 2023 (including climate statement).pdf,1,0,Finance - Other,Normal companies
228,224,OCEANIA HEALTHCARE LIMITED,31-03-2024 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2024,OCEANIA HEALTHCARE LIMITED,2024-03-31,,Submitted,FY23/24,Oceania Healthcare FY2024 Climate-related Risk Disclosure.pdf,1,0,Retirement Village,Normal companies
229,226,OCEANIA HEALTHCARE LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,OCEANIA HEALTHCARE LIMITED,2025-03-31,,Submitted,FY24/25,Oceania Healthcare FY2025 Climate-related Risk Disclosure.pdf,1,0,Retirement Village,Normal companies
230,227,PACIFIC EDGE LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,PACIFIC EDGE LIMITED,2024-03-31,,Submitted,FY23/24,PEB Climate Report 24.pdf,1,0,Pharmaceuticals,Normal companies
231,229,PACIFIC EDGE LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PACIFIC EDGE LIMITED,2025-03-31,,Submitted,FY24/25,Pacific Edge Limited Final Climate Report FY25.pdf,1,0,Pharmaceuticals,Normal companies
232,230,PARTNERS LIFE LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,PARTNERS LIFE LIMITED,2024-03-31,,Submitted,FY23/24,Partners Life Limited Climate Statements 31 March 2024 (stand alone).pdf,1,0,Finance - Insurance,Normal companies
233,231,PARTNERS LIFE LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PARTNERS LIFE LIMITED,2025-03-31,,Submitted,FY24/25,PLL Financial Statements Signed.pdf,1,0,Finance - Insurance,Normal companies
234,233,PGG WRIGHTSON LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,PGG WRIGHTSON LIMITED,2024-06-30,,Submitted,FY23/24,PGW Sustainability Report 2024.pdf,1,0,Agriculture,Normal companies
235,234,PGG WRIGHTSON LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PGG WRIGHTSON LIMITED,2025-06-30,,Submitted,FY24/25,PGW GHG Assurance Statement 2025 - Oxygen Consulting 2025-09-16.pdf,2,0,Agriculture,Normal companies
236,234,PGG WRIGHTSON LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PGG WRIGHTSON LIMITED,2025-06-30,,Submitted,FY24/25,PGW Sustainability Report and Climate Statement 2025.pdf,2,0,Agriculture,Normal companies
237,235,PORT OF TAURANGA LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,PORT OF TAURANGA LIMITED,2024-06-30,,Submitted,FY23/24,Port of Tauranga CRD report FY2024 (1).pdf,1,0,Infrastructure,Normal companies
238,236,PORT OF TAURANGA LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PORT OF TAURANGA LIMITED,2025-06-30,,Submitted,FY24/25,Port of Tauranga CRD report 2025.pdf,2,0,Infrastructure,Normal companies
239,236,PORT OF TAURANGA LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PORT OF TAURANGA LIMITED,2025-06-30,,Submitted,FY24/25,Port of Tauranga FY25 GHG Assurance Report_.pdf,2,0,Infrastructure,Normal companies
240,237,PRECINCT PROPERTIES NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,PRECINCT PROPERTIES NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,Climate Related Disclosures_Oct2024.pdf,2,0,Real Estates,Normal companies
241,237,PRECINCT PROPERTIES NEW ZEALAND LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,PRECINCT PROPERTIES NEW ZEALAND LIMITED,2024-06-30,,Submitted,FY23/24,Precinct cover letter - CRD Statements 2024.pdf,2,0,Real Estates,Normal companies
242,238,PRECINCT PROPERTIES NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PRECINCT PROPERTIES NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,Climate Related Disclosures_clean 28 Oct 2025.pdf,2,0,Real Estates,Normal companies
243,238,PRECINCT PROPERTIES NEW ZEALAND LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PRECINCT PROPERTIES NEW ZEALAND LIMITED,2025-06-30,,Submitted,FY24/25,Precinct cover letter - CRD Statements 2025.pdf,2,0,Real Estates,Normal companies
244,239,PROPERTY FOR INDUSTRY LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,PROPERTY FOR INDUSTRY LIMITED,2024-06-30,,Submitted,FY23/24,PFI - FP24 - Climate Related Disclosures.pdf,1,0,Real Estates,Normal companies
245,240,PROPERTY FOR INDUSTRY LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,PROPERTY FOR INDUSTRY LIMITED,2023-12-31,1.0,Submitted,FY23/24,2023 12 31 - PFI - Climate-related Disclosures - Signed.pdf,1,0,Real Estates,Normal companies
246,241,PROPERTY FOR INDUSTRY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PROPERTY FOR INDUSTRY LIMITED,2025-06-30,,Submitted,FY24/25,2025 06 30 - PFI - FY25 Sustainability and Climate Report - FINAL.pdf,2,0,Real Estates,Normal companies
247,241,PROPERTY FOR INDUSTRY LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,PROPERTY FOR INDUSTRY LIMITED,2025-06-30,,Submitted,FY24/25,2025 09 10 - PFI - Notice re reliance on Scope 3 assurance exemption - signed.pdf,2,0,Real Estates,Normal companies
248,242,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,QBE INSURANCE (AUSTRALIA) LIMITED,2024-12-31,,Submitted,FY24/25,QBE NZ Climate Statement 2024 (with SH and CE signature).pdf,1,0,Finance - Insurance,Normal companies
249,243,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,QBE INSURANCE (AUSTRALIA) LIMITED,2023-12-31,1.0,Submitted,FY23/24,QBE_NZ Climate Statement.pdf,1,0,Finance - Insurance,Normal companies
250,244,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,QBE INSURANCE (AUSTRALIA) LIMITED,2025-12-31,,Submitted,FY25/26,1. QBE Group FS - FY25.pdf,5,0,Finance - Insurance,Normal companies
251,244,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,QBE INSURANCE (AUSTRALIA) LIMITED,2025-12-31,,Submitted,FY25/26,2. QIA NZ FS - FY25.pdf,5,0,Finance - Insurance,Normal companies
252,244,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,QBE INSURANCE (AUSTRALIA) LIMITED,2025-12-31,,Submitted,FY25/26,2. Statement accompanies the QIA NZ FS - FY25.pdf,5,0,Finance - Insurance,Normal companies
253,244,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,QBE INSURANCE (AUSTRALIA) LIMITED,2025-12-31,,Submitted,FY25/26,3. CRD Exemption Notice.pdf,5,0,Finance - Insurance,Normal companies
254,244,QBE INSURANCE (AUSTRALIA) LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,QBE INSURANCE (AUSTRALIA) LIMITED,2025-12-31,,Submitted,FY25/26,3. Letter Confirming Reliance on CRD Exemption Notice - FY25.pdf,5,0,Finance - Insurance,Normal companies
255,245,QUAYSIDE HOLDINGS LIMITED,30-06-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,QUAYSIDE HOLDINGS LIMITED,2024-06-30,,Submitted,FY23/24,Quayside Holdings Limited FY24 Climate Related Disclosures.pdf,1,0,Real Estates,Normal companies
256,246,QUAYSIDE HOLDINGS LIMITED,30-06-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,QUAYSIDE HOLDINGS LIMITED,2025-06-30,,Submitted,FY24/25,FY25 CLIMATE DISCLOSURE_231025.pdf,1,0,Real Estates,Normal companies
257,247,RABOBANK NEW ZEALAND LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,RABOBANK NEW ZEALAND LIMITED,2023-12-31,1.0,Submitted,FY23/24,Rabobank New Zealand Limited 2023 Climate Statements.pdf,1,0,Finance - Banks,Normal companies
258,248,RABOBANK NEW ZEALAND LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,RABOBANK NEW ZEALAND LIMITED,2024-12-31,,Submitted,FY24/25,ClimateStatements_2024_RNZL_Final.pdf,1,0,Finance - Banks,Normal companies
259,249,RABOBANK NEW ZEALAND LIMITED,31-12-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,RABOBANK NEW ZEALAND LIMITED,2025-12-31,,Submitted,FY25/26,ClimateStatements_2025_RNZL_Final.pdf,1,0,Finance - Banks,Normal companies
260,250,RADIUS RESIDENTIAL CARE LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,RADIUS RESIDENTIAL CARE LIMITED,2024-03-31,,Submitted,FY23/24,Radius Residential Care Ltd - CRD Report - FY24.pdf,1,0,Retirement Village,Normal companies
261,251,RADIUS RESIDENTIAL CARE LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,RADIUS RESIDENTIAL CARE LIMITED,2025-03-31,,Submitted,FY24/25,RAD - Radius Care CRD 2025.pdf,1,0,Retirement Village,Normal companies
262,253,RAKON LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,RAKON LIMITED,2024-03-31,,Submitted,FY23/24,Rakon Limited Climate Statement July 2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
263,254,RAKON LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,RAKON LIMITED,2025-03-31,,Submitted,FY24/25,RAKON Climate Statement 2025.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
264,256,RESOLUTION LIFE AUSTRALASIA LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,RESOLUTION LIFE AUSTRALASIA LIMITED,2024-12-31,,Submitted,FY24/25,RLAL-NZ Climate-Disclosures Signoff Exemption (1).docx.pdf,2,0,Finance - Insurance,Normal companies
265,256,RESOLUTION LIFE AUSTRALASIA LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,RESOLUTION LIFE AUSTRALASIA LIMITED,2024-12-31,,Submitted,FY24/25,RLAL_NZ Climate Related Disclosure 2024.pdf,2,0,Finance - Insurance,Normal companies
266,257,RESOLUTION LIFE AUSTRALASIA LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,RESOLUTION LIFE AUSTRALASIA LIMITED,2023-12-31,1.0,Submitted,FY23/24,CRD 2023 CEO Declaration.pdf,2,0,Finance - Insurance,Normal companies
267,257,RESOLUTION LIFE AUSTRALASIA LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,RESOLUTION LIFE AUSTRALASIA LIMITED,2023-12-31,1.0,Submitted,FY23/24,RLAL-NZ Climate-Related Disclosures 2023.pdf,2,0,Finance - Insurance,Normal companies
268,259,RESTAURANT BRANDS NEW ZEALAND LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,RESTAURANT BRANDS NEW ZEALAND LIMITED,2024-12-31,,Submitted,FY24/25,RBD FY24 CRD Report.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
269,260,RESTAURANT BRANDS NEW ZEALAND LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,RESTAURANT BRANDS NEW ZEALAND LIMITED,2023-12-31,1.0,Submitted,FY23/24,RBD 2023 CRD.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
270,262,RYMAN HEALTHCARE LIMITED,31-03-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,RYMAN HEALTHCARE LIMITED,2024-03-31,,Submitted,FY23/24,Ryman Climate-Related Disclosures 2024.pdf,1,0,Retirement Village,Normal companies
271,264,RYMAN HEALTHCARE LIMITED,31-03-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,RYMAN HEALTHCARE LIMITED,2025-03-31,,Submitted,FY24/25,Ryman FY25 Climate-Related Disclosures Report.pdf,1,0,Retirement Village,Normal companies
272,265,SANFORD LIMITED,30-09-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SANFORD LIMITED,2024-09-30,,Submitted,FY24/25,FY24 Sustainability Report.pdf,1,0,Agriculture,Normal companies
273,266,SANFORD LIMITED,30-09-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SANFORD LIMITED,2025-09-30,,Submitted,FY25/26,Sanford - FY25 Sustainability Report.pdf,1,0,Agriculture,Normal companies
274,267,SCALES CORPORATION LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SCALES CORPORATION LIMITED,2024-12-31,,Submitted,FY24/25,SC9870 Climate Related Disclosure Final 23.04.25.pdf,1,0,Agriculture,Normal companies
275,268,SCALES CORPORATION LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,SCALES CORPORATION LIMITED,2023-12-31,1.0,Submitted,FY23/24,SC9600 Climate Related Disclosure Final Copy.pdf,1,0,Agriculture,Normal companies
276,270,SCOTT TECHNOLOGY LIMITED,31-08-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SCOTT TECHNOLOGY LIMITED,2024-08-31,,Submitted,FY24/25,Scott-sustainability-report-2024-v11.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
277,271,SCOTT TECHNOLOGY LIMITED,31-08-2024 - Not required to lodge,Normal companies,,,2024,SCOTT TECHNOLOGY LIMITED,2024-08-31,,Not required to lodge,FY24/25,Scott-sustainability-report-2024-v11.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
278,272,SCOTT TECHNOLOGY LIMITED,31-08-2025 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2025,SCOTT TECHNOLOGY LIMITED,2025-08-31,,Submitted,FY25/26,Scott-CRD-2025.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
279,273,SEEKA LIMITED,31-12-2023 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2023,SEEKA LIMITED,2023-12-31,1.0,Submitted,FY23/24,Seeka Limited Climate Disclosure 2023.pdf,1,0,Agriculture,Normal companies
280,274,SEEKA LIMITED,31-12-2024 - Select to view climate statement documents,Normal companies,,Have records and have submitted,2024,SEEKA LIMITED,2024-12-31,,Submitted,FY24/25,Seeka Ltd - 2024 Climate Statement.pdf,1,0,Agriculture,Normal companies
281,276,SERKO LIMITED,31-03-2024 - Click to view Climate Statement/s,Normal companies,,Have records and have submitted,2024,SERKO LIMITED,2024-03-31,,Submitted,FY23/24,6. Serko-ESGReport-2024.pdf,1,0,"Other (Industrials, Consumer, Tech, Transport, etc.)",Normal companies
