,Company Name,PeriodText,Type,Investment Scheme Name,status,period_year,Company_Scheme,PeriodDate,Analysed_2024,Status,Cohort,pdf_files,pdf_count,no_pdf,Industry,Types
495,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,CENTURIA SHANDS ROAD PROPERTY TRUST (SCH13846),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|CENTURIA SHANDS ROAD PROPERTY TRUST (SCH13846),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
496,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,CENTURIA SHANDS ROAD PROPERTY TRUST (SCH13846),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|CENTURIA SHANDS ROAD PROPERTY TRUST (SCH13846),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
497,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,FERNHILL NOMINEES JOINT VENTURE (SCH11564),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|FERNHILL NOMINEES JOINT VENTURE (SCH11564),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
498,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,FERNHILL NOMINEES JOINT VENTURE (SCH11564),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|FERNHILL NOMINEES JOINT VENTURE (SCH11564),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
499,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,FERNHILL NOMINEES JOINT VENTURE (SCH11564),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|FERNHILL NOMINEES JOINT VENTURE (SCH11564),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
500,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,30-06-2024 - Not required to lodge,Investment schemes,FORMATION ST PROPORTIONATE OWNERSHIP SCHEME (SCH11478),,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|FORMATION ST PROPORTIONATE OWNERSHIP SCHEME (SCH11478),2024-06-30,,Not required to lodge,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
501,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,30-06-2025 - Not required to lodge,Investment schemes,FORMATION ST PROPORTIONATE OWNERSHIP SCHEME (SCH11478),,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|FORMATION ST PROPORTIONATE OWNERSHIP SCHEME (SCH11478),2025-06-30,,Not required to lodge,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
502,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,HIBISCUS NOMINEES JOINT VENTURES (SCH11466),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|HIBISCUS NOMINEES JOINT VENTURES (SCH11466),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
503,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,HIBISCUS NOMINEES JOINT VENTURES (SCH11466),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|HIBISCUS NOMINEES JOINT VENTURES (SCH11466),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
504,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,HIBISCUS NOMINEES JOINT VENTURES (SCH11466),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|HIBISCUS NOMINEES JOINT VENTURES (SCH11466),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
505,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,LAMBIE DR PROPERTY SCHEME (SCH11586),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|LAMBIE DR PROPERTY SCHEME (SCH11586),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
506,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,LAMBIE DR PROPERTY SCHEME (SCH11586),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|LAMBIE DR PROPERTY SCHEME (SCH11586),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
507,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,LAMBIE DR PROPERTY SCHEME (SCH11586),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|LAMBIE DR PROPERTY SCHEME (SCH11586),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
508,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,LINK DR PROPERTY SCHEME (SCH11587),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|LINK DR PROPERTY SCHEME (SCH11587),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
509,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,LINK DR PROPERTY SCHEME (SCH11587),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|LINK DR PROPERTY SCHEME (SCH11587),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
510,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,LINK DR PROPERTY SCHEME (SCH11587),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|LINK DR PROPERTY SCHEME (SCH11587),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
511,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,MANADON STREET PROPERTY SCHEME (SCH11532),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|MANADON STREET PROPERTY SCHEME (SCH11532),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
512,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2025 - Select to view climate statement documents,Investment schemes,MANADON STREET PROPERTY SCHEME (SCH11532),Have records and have submitted,2025,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|MANADON STREET PROPERTY SCHEME (SCH11532),2025-03-31,,Submitted,FY24/25,"['33 Broadway Trust FY25 Climate Statements.pdf', 'Airpark Nominees Joint Venture FY25 Climate Statements.pdf', 'Augusta St Georges Bay Road Property Trust FY25 Climate Statements.pdf', 'Birch Nominees Joint Venture FY25 Climate Statements.pdf', 'Bradman Street Proportionate Ownership Scheme FY25 Climate Statements.pdf', 'Building A Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Building B Graham Street Limited Partnership FY25 Climate Statements.pdf', 'Centuria NZ Diversified Property Fund FY25 Climate Statements.pdf', 'Centuria Shands Road Property Trust FY25 Climate Statements.pdf', 'Hibiscus Nominees Joint Venture FY25 Climate Statements.pdf', 'Lambie Dr Property Scheme FY25 Climate Statements.pdf', 'Link Dr Property Scheme FY25 Climate Statements.pdf', 'Manadon Street Property Scheme FY25 Climate Statements.pdf', 'Notice of wind-up exemption - Augusta Kedron Partnership.pdf', 'Notice of wind-up exemption - Fernhill Nominees Joint Venture.pdf', 'Notice of wind-up exemption - Quinns Hill Road Partnership .pdf', 'Notice of wind-up exemption - Shands Road Limited Partnership.pdf', 'Notice of wind-up exemption - Westpoint Property Scheme.pdf', 'Peachgrove Road Limited Partnership FY25 Climate Statements.pdf', 'Sir William Pickering Drive Limited Partnership FY25 Climate Statements.pdf', 'Takanini Nominees Joint Venture FY25 Climate Statements.pdf', 'Vickers Road Property Scheme FY25 Climate Statements.pdf', 'Williams Street Nominees Joint Venture FY25 Climate Statements.pdf']",23,0,Investment Schemes,Investment schemes
513,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,MANADON STREET PROPERTY SCHEME (SCH11532),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|MANADON STREET PROPERTY SCHEME (SCH11532),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
514,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2024 - Select to view climate statement documents,Investment schemes,PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),Have records and have submitted,2024,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),2024-03-31,,Submitted,FY23/24,"['Climate statements 33 Broadway Trust.pdf', 'Climate statements Airpark Nominees Joint Venture.pdf', 'Climate statements Augusta Kedron Partnership.pdf', 'Climate statements Augusta St Georges Bay Road Property Trust.pdf', 'Climate statements Birch Nominees Joint Venture.pdf', 'Climate statements Bradman Street Proportionate Ownership Scheme.pdf', 'Climate statements Building A Graham Street Limited Partnership.pdf', 'Climate statements Building B Graham Street Limited Partnership.pdf', 'Climate statements Centuria NZ Property Fund.pdf', 'Climate statements Fernhill Nominees Joint Venture.pdf', 'Climate statements Hibiscus Nominees Joint Venture.pdf', 'Climate statements Lambie Drive Property Scheme.pdf', 'Climate statements Link Drive Property Scheme.pdf', 'Climate statements Manadon Street Property Scheme.pdf', 'Climate statements Peachgrove Road Limited Partnership.pdf', 'Climate statements Quinns Hill Road Partnership.pdf', 'Climate statements Shands Road Limited Partnership.pdf', 'Climate statements Sir William Pickering Drive Limited Partnership.pdf', 'Climate statements Takanini Nominees Joint Venture.pdf', 'Climate statements Vickers Road Property Scheme.pdf', 'Climate statements Westpoint Property Scheme.pdf', 'Complete with Docusign Climate statement Williams Street Nominees JV.pdf']",22,0,Investment Schemes,Investment schemes
515,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,31-03-2026 - Due by 31-07-2026,Investment schemes,PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),Have records but not submitted,2026,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED|PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),2026-03-31,,Not yet submitted,FY25/26,[],0,1,Investment Schemes,Investment schemes
