Value,Type,file_name
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Trade,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
"the  
NZX Listing Rules",ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
BUSINESSDESK,ORG,NZME Annual Report 2023 (including climate statement).txt
BusinessDesk,ORG,NZME Annual Report 2023 (including climate statement).txt
Repurchase,ORG,NZME Annual Report 2023 (including climate statement).txt
ANNUAL,ORG,NZME Annual Report 2023 (including climate statement).txt
B0.73  ,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
"the 
Board",ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
F The,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
STI,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
Weighted,ORG,NZME Annual Report 2023 (including climate statement).txt
STI,ORG,NZME Annual Report 2023 (including climate statement).txt
STI,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
"the 
Board",ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
STI,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
the Volumn Weighted Average Price,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
Apr 2022,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
STI,ORG,NZME Annual Report 2023 (including climate statement).txt
STI,ORG,NZME Annual Report 2023 (including climate statement).txt
STI,ORG,NZME Annual Report 2023 (including climate statement).txt
STI,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI Performance,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
EPS,ORG,NZME Annual Report 2023 (including climate statement).txt
TSR,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
EPS,ORG,NZME Annual Report 2023 (including climate statement).txt
TSR,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
Board,ORG,NZME Annual Report 2023 (including climate statement).txt
EPS,ORG,NZME Annual Report 2023 (including climate statement).txt
TSR,ORG,NZME Annual Report 2023 (including climate statement).txt
Board,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
EPS,ORG,NZME Annual Report 2023 (including climate statement).txt
TSR,ORG,NZME Annual Report 2023 (including climate statement).txt
LTI,ORG,NZME Annual Report 2023 (including climate statement).txt
TIP,ORG,NZME Annual Report 2023 (including climate statement).txt
NZME,ORG,NZME Annual Report 2023 (including climate statement).txt
NZX,ORG,NZME Annual Report 2023 (including climate statement).txt
NZX,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
"the 
Group",ORG,NZME Annual Report 2023 (including climate statement).txt
TSR,ORG,NZME Annual Report 2023 (including climate statement).txt
TSR,ORG,NZME Annual Report 2023 (including climate statement).txt
Dividend,ORG,NZME Annual Report 2023 (including climate statement).txt
Company’s,ORG,NZME Annual Report 2023 (including climate statement).txt
"share2022
Cents",ORG,NZME Annual Report 2023 (including climate statement).txt
Board,ORG,NZME Annual Report 2023 (including climate statement).txt
4.5.1 Secured bank,ORG,NZME Annual Report 2023 (including climate statement).txt
Bank,ORG,NZME Annual Report 2023 (including climate statement).txt
4.5.1 Secured,ORG,NZME Annual Report 2023 (including climate statement).txt
Bank,ORG,NZME Annual Report 2023 (including climate statement).txt
Repayments,ORG,NZME Annual Report 2023 (including climate statement).txt
Loan,ORG,NZME Annual Report 2023 (including climate statement).txt
NZME,ORG,NZME Annual Report 2023 (including climate statement).txt
BKBM,ORG,NZME Annual Report 2023 (including climate statement).txt
NZME,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
4.5.2 Lease,ORG,NZME Annual Report 2023 (including climate statement).txt
Non,ORG,NZME Annual Report 2023 (including climate statement).txt
Loan,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Impairment,ORG,NZME Annual Report 2023 (including climate statement).txt
Impairment,ORG,NZME Annual Report 2023 (including climate statement).txt
BusinessDesk,ORG,NZME Annual Report 2023 (including climate statement).txt
Inventories 560,ORG,NZME Annual Report 2023 (including climate statement).txt
Trade,ORG,NZME Annual Report 2023 (including climate statement).txt
ENTERTAINMENT----4.7 FINANCIAL RISK MANAGEMENT,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
"The 
Group",ORG,NZME Annual Report 2023 (including climate statement).txt
Group Treasury,ORG,NZME Annual Report 2023 (including climate statement).txt
The Group Treasury,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
"the 
Group",ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Credit,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Board,ORG,NZME Annual Report 2023 (including climate statement).txt
NZME,ORG,NZME Annual Report 2023 (including climate statement).txt
control department,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Expected,ORG,NZME Annual Report 2023 (including climate statement).txt
Impaired,ORG,NZME Annual Report 2023 (including climate statement).txt
Expected,ORG,NZME Annual Report 2023 (including climate statement).txt
Impaired,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
ENTERTAINMENT----4.7 .4 Liquidity,ORG,NZME Annual Report 2023 (including climate statement).txt
"Group 
Treasury",ORG,NZME Annual Report 2023 (including climate statement).txt
Bank,ORG,NZME Annual Report 2023 (including climate statement).txt
Bank,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
FVTPL,ORG,NZME Annual Report 2023 (including climate statement).txt
Fair,ORG,NZME Annual Report 2023 (including climate statement).txt
Financial,ORG,NZME Annual Report 2023 (including climate statement).txt
Finda NZ Ltd.,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
3.ANNUAL,ORG,NZME Annual Report 2023 (including climate statement).txt
Property,ORG,NZME Annual Report 2023 (including climate statement).txt
Finance,ORG,NZME Annual Report 2023 (including climate statement).txt
Property,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
ANNUAL,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
"the 
Group",ORG,NZME Annual Report 2023 (including climate statement).txt
NZME Advisory Limited NZME Radio Investments Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
"Pty Limited ANZME Radio Limited B
NZME Educational Media Limited NZME Specialist Limited 
NZME Holdings Limited",ORG,NZME Annual Report 2023 (including climate statement).txt
NZME Investments Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
NZME Print Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
The Radio Bureau Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
OneRoof Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
OneRoof Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
OneRoof Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
Hougarden.com Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Consolidated Statement,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Associates,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Eveve New Zealand Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
New Zealand Press Association Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
The Beacon Printing & Publishing Company Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
The Gisborne Herald Company Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
The Wairoa Star Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
The Radio Bureau,ORG,NZME Annual Report 2023 (including climate statement).txt
The Radio Bureau,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
ANNUAL,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
"Associates
Associates",ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
"the 
Group",ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
Share,ORG,NZME Annual Report 2023 (including climate statement).txt
the Board of Directors,ORG,NZME Annual Report 2023 (including climate statement).txt
the Executive Team,ORG,NZME Annual Report 2023 (including climate statement).txt
the Executive Team,ORG,NZME Annual Report 2023 (including climate statement).txt
"the 
Executive Team",ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
"ENTERTAINMENT---- 
Indepen",ORG,NZME Annual Report 2023 (including climate statement).txt
Limited,ORG,NZME Annual Report 2023 (including climate statement).txt
theGroup,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
andInternational Financial Reporting Standards Accounting Standards,ORG,NZME Annual Report 2023 (including climate statement).txt
TheGroup,ORG,NZME Annual Report 2023 (including climate statement).txt
Webelieve,ORG,NZME Annual Report 2023 (including climate statement).txt
"Independence
Weareindependent",ORG,NZME Annual Report 2023 (including climate statement).txt
International Independence Standards,ORG,NZME Annual Report 2023 (including climate statement).txt
PES,ORG,NZME Annual Report 2023 (including climate statement).txt
"International Independence
Standards",ORG,NZME Annual Report 2023 (including climate statement).txt
Ethics Standards Board forAccountants,ORG,NZME Annual Report 2023 (including climate statement).txt
Keyaudit,ORG,NZME Annual Report 2023 (including climate statement).txt
Keyaudit,ORG,NZME Annual Report 2023 (including climate statement).txt
PricewaterhouseCoopers,ORG,NZME Annual Report 2023 (including climate statement).txt
Auckland 1142 New Zealand,ORG,NZME Annual Report 2023 (including climate statement).txt
NZIFRS,ORG,NZME Annual Report 2023 (including climate statement).txt
Value-In-Use,ORG,NZME Annual Report 2023 (including climate statement).txt
Audio andPublishing,ORG,NZME Annual Report 2023 (including climate statement).txt
CGUmay,ORG,NZME Annual Report 2023 (including climate statement).txt
CGUassessment,ORG,NZME Annual Report 2023 (including climate statement).txt
VIU,ORG,NZME Annual Report 2023 (including climate statement).txt
"ENTERTAINMENT---- 
 
Ouraudit",ORG,NZME Annual Report 2023 (including climate statement).txt
"Overview
Overall",ORG,NZME Annual Report 2023 (including climate statement).txt
theGroup,ORG,NZME Annual Report 2023 (including climate statement).txt
Weperformed,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
theGroup,ORG,NZME Annual Report 2023 (including climate statement).txt
TheDirectors,ORG,NZME Annual Report 2023 (including climate statement).txt
Company,ORG,NZME Annual Report 2023 (including climate statement).txt
NZ IFRS,ORG,NZME Annual Report 2023 (including climate statement).txt
IFRS Accounting Standards,ORG,NZME Annual Report 2023 (including climate statement).txt
Group,ORG,NZME Annual Report 2023 (including climate statement).txt
Auditor’s,ORG,NZME Annual Report 2023 (including climate statement).txt
Company’s,ORG,NZME Annual Report 2023 (including climate statement).txt
Company’s,ORG,NZME Annual Report 2023 (including climate statement).txt
PricewaterhouseCoopers,ORG,NZME Annual Report 2023 (including climate statement).txt
Principal Bankers,ORG,NZME Annual Report 2023 (including climate statement).txt
"Auckland 1142
Street Address",ORG,NZME Annual Report 2023 (including climate statement).txt
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt
Strength & Resilience,ORG,NZX Annual Report 2023 (including climate statement).txt
the NZX Group,ORG,NZX Annual Report 2023 (including climate statement).txt
New Zealand’s,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
the NZX Group,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
Financial Statements,ORG,NZX Annual Report 2023 (including climate statement).txt
the Financial Statements,ORG,NZX Annual Report 2023 (including climate statement).txt
Company’s,ORG,NZX Annual Report 2023 (including climate statement).txt
The Business Year,ORG,NZX Annual Report 2023 (including climate statement).txt
the NZX Group Overview,ORG,NZX Annual Report 2023 (including climate statement).txt
Purpose,ORG,NZX Annual Report 2023 (including climate statement).txt
Operating Responsibly,ORG,NZX Annual Report 2023 (including climate statement).txt
the Aotearoa New Zealand Climate Standards,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Remuneration Reporting Template for Listed Issuers,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Limited,ORG,NZX Annual Report 2023 (including climate statement).txt
Companies Office,ORG,NZX Annual Report 2023 (including climate statement).txt
NZBN,ORG,NZX Annual Report 2023 (including climate statement).txt
the Board of NZX Limited,ORG,NZX Annual Report 2023 (including climate statement).txt
Report,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Group Overview,ORG,NZX Annual Report 2023 (including climate statement).txt
"Our Markets & 
Economic�",ORG,NZX Annual Report 2023 (including climate statement).txt
Total Capital Listed,ORG,NZX Annual Report 2023 (including climate statement).txt
Information Services Revenue,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt
Funds Under Management and Funds Under Administration,ORG,NZX Annual Report 2023 (including climate statement).txt
Capital Listed & Raised,ORG,NZX Annual Report 2023 (including climate statement).txt
Capital Raised,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
Smartshares,ORG,NZX Annual Report 2023 (including climate statement).txt
KiwiSaver,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZ RegCo,ORG,NZX Annual Report 2023 (including climate statement).txt
Secondary Markets,ORG,NZX Annual Report 2023 (including climate statement).txt
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt
KiwiSaver,ORG,NZX Annual Report 2023 (including climate statement).txt
Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt
"Funds Under 
Administration",ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Operations,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
CompaniesGlobal,ORG,NZX Annual Report 2023 (including climate statement).txt
ASX,ORG,NZX Annual Report 2023 (including climate statement).txt
HKEX,ORG,NZX Annual Report 2023 (including climate statement).txt
NASDAQ,ORG,NZX Annual Report 2023 (including climate statement).txt
Officers & Board,ORG,NZX Annual Report 2023 (including climate statement).txt
FTE,ORG,NZX Annual Report 2023 (including climate statement).txt
Business UnitEmployee,ORG,NZX Annual Report 2023 (including climate statement).txt
FTE,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Markets,ORG,NZX Annual Report 2023 (including climate statement).txt
TMX,ORG,NZX Annual Report 2023 (including climate statement).txt
SSE,ORG,NZX Annual Report 2023 (including climate statement).txt
WFE,ORG,NZX Annual Report 2023 (including climate statement).txt
World Federation of Exchanges,ORG,NZX Annual Report 2023 (including climate statement).txt
"SSE – Sustainable Stock Exchanges Initiative
EEX",ORG,NZX Annual Report 2023 (including climate statement).txt
European Energy Exchange,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Limited,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
Value,ORG,NZX Annual Report 2023 (including climate statement).txt
Company,ORG,NZX Annual Report 2023 (including climate statement).txt
Company,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt
"Results overview & key highlights
",ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
Company,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NPAT,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Wealth,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt
Company,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Group’s,ORG,NZX Annual Report 2023 (including climate statement).txt
Singapore Exchange,ORG,NZX Annual Report 2023 (including climate statement).txt
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt
Group,ORG,NZX Annual Report 2023 (including climate statement).txt
Group,ORG,NZX Annual Report 2023 (including climate statement).txt
ASB Superannuation Master Trust,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt
"Target 2023 Actual 2022 Actual % Change
Operating",ORG,NZX Annual Report 2023 (including climate statement).txt
Capital listed & raised,ORG,NZX Annual Report 2023 (including climate statement).txt
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt
Data & Insights,ORG,NZX Annual Report 2023 (including climate statement).txt
"Information
	
Services
	
Revenue
	
",ORG,NZX Annual Report 2023 (including climate statement).txt
"FUM
	
",ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
the NZX Group,ORG,NZX Annual Report 2023 (including climate statement).txt
the ASB Superannuation Master Trust,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Wealth,ORG,NZX Annual Report 2023 (including climate statement).txt
Business YearSummary Financial Performance,ORG,NZX Annual Report 2023 (including climate statement).txt
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt
Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt
Corporate Services,ORG,NZX Annual Report 2023 (including climate statement).txt
integration &,ORG,NZX Annual Report 2023 (including climate statement).txt
integration &,ORG,NZX Annual Report 2023 (including climate statement).txt
integration &,ORG,NZX Annual Report 2023 (including climate statement).txt
Depreciation &,ORG,NZX Annual Report 2023 (including climate statement).txt
the Auckland Capital Markets Centre,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
Capital Listed,ORG,NZX Annual Report 2023 (including climate statement).txt
"Raised
Markets",ORG,NZX Annual Report 2023 (including climate statement).txt
Secondary Markets,ORG,NZX Annual Report 2023 (including climate statement).txt
"Key Operating Metrics
Equity Markets",ORG,NZX Annual Report 2023 (including climate statement).txt
Equity listed & raised,ORG,NZX Annual Report 2023 (including climate statement).txt
NZDX,ORG,NZX Annual Report 2023 (including climate statement).txt
"The Local 
Government Funding Agency",ORG,NZX Annual Report 2023 (including climate statement).txt
NZDX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
New Zealand’s,ORG,NZX Annual Report 2023 (including climate statement).txt
Turners Automotive Group,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX’s Origination,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX Capital Markets Centre,ORG,NZX Annual Report 2023 (including climate statement).txt
New Zealand’s,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
the European Energy Exchange,ORG,NZX Annual Report 2023 (including climate statement).txt
EEX,ORG,NZX Annual Report 2023 (including climate statement).txt
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt
Secondary Markets,ORG,NZX Annual Report 2023 (including climate statement).txt
CashParticipant,ORG,NZX Annual Report 2023 (including climate statement).txt
Market Participants,ORG,NZX Annual Report 2023 (including climate statement).txt
Market Participants,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
Trustees Executors,ORG,NZX Annual Report 2023 (including climate statement).txt
Participant,ORG,NZX Annual Report 2023 (including climate statement).txt
NZ RegCo,ORG,NZX Annual Report 2023 (including climate statement).txt
Market Participants,ORG,NZX Annual Report 2023 (including climate statement).txt
Secondary Markets,ORG,NZX Annual Report 2023 (including climate statement).txt
SGX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt
Participants,ORG,NZX Annual Report 2023 (including climate statement).txt
"Capital Markets - Operating Expenses
Personnel",ORG,NZX Annual Report 2023 (including climate statement).txt
FX,ORG,NZX Annual Report 2023 (including climate statement).txt
Electricity Authority,ORG,NZX Annual Report 2023 (including climate statement).txt
"Capital 
Markets Origination",ORG,NZX Annual Report 2023 (including climate statement).txt
EFFICIENCY,ORG,NZX Annual Report 2023 (including climate statement).txt
SCALESmartshares,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
New Zealand’s,ORG,NZX Annual Report 2023 (including climate statement).txt
KiwiSaver,ORG,NZX Annual Report 2023 (including climate statement).txt
ASB Superannuation Master Trust,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt
Anna’s,ORG,NZX Annual Report 2023 (including climate statement).txt
YearSmartshares,ORG,NZX Annual Report 2023 (including climate statement).txt
Anna’s,ORG,NZX Annual Report 2023 (including climate statement).txt
S&P,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt
Craigs Investment Partners,ORG,NZX Annual Report 2023 (including climate statement).txt
It�,ORG,NZX Annual Report 2023 (including climate statement).txt
The�,ORG,NZX Annual Report 2023 (including climate statement).txt
NZD Hedged,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
"Change
Fund",ORG,NZX Annual Report 2023 (including climate statement).txt
integration &,ORG,NZX Annual Report 2023 (including climate statement).txt
integration &,ORG,NZX Annual Report 2023 (including climate statement).txt
Opening FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt
