Value,Type,file_name,clean_value,count
Diluted,ORG,NZX Annual Report 2023 (including climate statement).txt,dilut,13
Group Statement of Comprehensive Income,ORG,NZX Annual Report 2023 (including climate statement).txt,group statement comprehens incom,6
"the Group Financial
Statements",ORG,NZX Annual Report 2023 (including climate statement).txt,group financi statement,5
RReeppoorrttiinngg,ORG,NZX Annual Report 2023 (including climate statement).txt,rreeppoorrttiinngg,2
NZX Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx limit,36
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
KiwiSaver,ORG,NZX Annual Report 2023 (including climate statement).txt,kiwisav,18
FMC,ORG,NZX Annual Report 2023 (including climate statement).txt,fmc,3
the Financial Markets Conduct Act 2013,ORG,NZX Annual Report 2023 (including climate statement).txt,financi market conduct act,35
TheCompany,ORG,NZX Annual Report 2023 (including climate statement).txt,thecompani,2
the NZX Main Board,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx main board,6
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Accounting Practice,ORG,NZX Annual Report 2023 (including climate statement).txt,account practic,2
International FinancialReporting Standards,ORG,NZX Annual Report 2023 (including climate statement).txt,intern financialreport standard,2
Financial Reporting Standards,ORG,NZX Annual Report 2023 (including climate statement).txt,financi report standard,5
International Financial Reporting Standards,ORG,NZX Annual Report 2023 (including climate statement).txt,intern financi report standard,8
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
"the Group Financial
Statements",ORG,NZX Annual Report 2023 (including climate statement).txt,group financi statement,5
RReeppoorrttiinngg,ORG,NZX Annual Report 2023 (including climate statement).txt,rreeppoorrttiinngg,2
NZX Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx limit,36
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
KiwiSaver,ORG,NZX Annual Report 2023 (including climate statement).txt,kiwisav,18
FMC,ORG,NZX Annual Report 2023 (including climate statement).txt,fmc,3
the Financial Markets Conduct Act 2013,ORG,NZX Annual Report 2023 (including climate statement).txt,financi market conduct act,35
TheCompany,ORG,NZX Annual Report 2023 (including climate statement).txt,thecompani,2
the NZX Main Board,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx main board,6
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Accounting Practice,ORG,NZX Annual Report 2023 (including climate statement).txt,account practic,2
International FinancialReporting Standards,ORG,NZX Annual Report 2023 (including climate statement).txt,intern financialreport standard,2
Financial Reporting Standards,ORG,NZX Annual Report 2023 (including climate statement).txt,financi report standard,5
International Financial Reporting Standards,ORG,NZX Annual Report 2023 (including climate statement).txt,intern financi report standard,8
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx annual report,24
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Company,ORG,NZX Annual Report 2023 (including climate statement).txt,compani,182
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
"i. Business combinations
Business combinations",ORG,NZX Annual Report 2023 (including climate statement).txt,busi combin busi combin,1
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Subsidiaries,ORG,NZX Annual Report 2023 (including climate statement).txt,subsidiari,1
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Associates,ORG,NZX Annual Report 2023 (including climate statement).txt,associ,3
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
TheGroup,ORG,NZX Annual Report 2023 (including climate statement).txt,thegroup,11
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
NZ IFRS,ORG,NZX Annual Report 2023 (including climate statement).txt,nz ifr,8
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
NZ IFRS,ORG,NZX Annual Report 2023 (including climate statement).txt,nz ifr,8
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
years• Management,ORG,NZX Annual Report 2023 (including climate statement).txt,year manag,1
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Brands,ORG,NZX Annual Report 2023 (including climate statement).txt,brand,3
IP,ORG,NZX Annual Report 2023 (including climate statement).txt,ip,5
WIP,ORG,NZX Annual Report 2023 (including climate statement).txt,wip,8
WIP,ORG,NZX Annual Report 2023 (including climate statement).txt,wip,8
Brands,ORG,NZX Annual Report 2023 (including climate statement).txt,brand,3
IP,ORG,NZX Annual Report 2023 (including climate statement).txt,ip,5
WIP,ORG,NZX Annual Report 2023 (including climate statement).txt,wip,8
WIP,ORG,NZX Annual Report 2023 (including climate statement).txt,wip,8
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet asset manag,16
Software &,ORG,NZX Annual Report 2023 (including climate statement).txt,softwar,2
Funds,ORG,NZX Annual Report 2023 (including climate statement).txt,fund,1
Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt,wealth technolog,9
IImmppaaiirrmmeenntt,ORG,NZX Annual Report 2023 (including climate statement).txt,iimmppaaiirrmmeenntt,1
Energy,ORG,NZX Annual Report 2023 (including climate statement).txt,energi,8
WACC,ORG,NZX Annual Report 2023 (including climate statement).txt,wacc,2
ManagementThe Group,ORG,NZX Annual Report 2023 (including climate statement).txt,managementth group,2
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
SuperLife,ORG,NZX Annual Report 2023 (including climate statement).txt,superlif,2
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
ASB Superannuation Master Trust,ORG,NZX Annual Report 2023 (including climate statement).txt,asb superannu master trust,12
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet asset manag,16
Groupaccounts,ORG,NZX Annual Report 2023 (including climate statement).txt,groupaccount,2
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
58%(2022,ORG,NZX Annual Report 2023 (including climate statement).txt,,105
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
FUMgrowth,ORG,NZX Annual Report 2023 (including climate statement).txt,fumgrowth,2
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
the Wealth Technologies CGU,ORG,NZX Annual Report 2023 (including climate statement).txt,wealth technolog cgu,4
the Wealth Technologies CGU,ORG,NZX Annual Report 2023 (including climate statement).txt,wealth technolog cgu,4
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
ManagementThe Group,ORG,NZX Annual Report 2023 (including climate statement).txt,managementth group,2
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
SuperLife,ORG,NZX Annual Report 2023 (including climate statement).txt,superlif,2
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
ASB Superannuation Master Trust,ORG,NZX Annual Report 2023 (including climate statement).txt,asb superannu master trust,12
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet asset manag,16
Groupaccounts,ORG,NZX Annual Report 2023 (including climate statement).txt,groupaccount,2
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
58%(2022,ORG,NZX Annual Report 2023 (including climate statement).txt,,105
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
FUMgrowth,ORG,NZX Annual Report 2023 (including climate statement).txt,fumgrowth,2
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
the Wealth Technologies CGU,ORG,NZX Annual Report 2023 (including climate statement).txt,wealth technolog cgu,4
the Wealth Technologies CGU,ORG,NZX Annual Report 2023 (including climate statement).txt,wealth technolog cgu,4
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
FUA,ORG,NZX Annual Report 2023 (including climate statement).txt,fua,17
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
the FUANZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt,fuanzx annual report,1
Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt,wealth technolog,9
"the Electricity
Authority",ORG,NZX Annual Report 2023 (including climate statement).txt,electr author,6
EA,ORG,NZX Annual Report 2023 (including climate statement).txt,ea,1
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
the Energy CGU,ORG,NZX Annual Report 2023 (including climate statement).txt,energi cgu,1
the Direct Data CGU includes,ORG,NZX Annual Report 2023 (including climate statement).txt,direct data cgu includ,1
Company Research,ORG,NZX Annual Report 2023 (including climate statement).txt,compani research,1
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
the Direct Data CGU,ORG,NZX Annual Report 2023 (including climate statement).txt,direct data cgu,1
Direct Data,ORG,NZX Annual Report 2023 (including climate statement).txt,direct data,2
Direct Data,ORG,NZX Annual Report 2023 (including climate statement).txt,direct data,2
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
e. Investment,ORG,NZX Annual Report 2023 (including climate statement).txt,e invest,1
GlobalDairyTrade Holdings Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,globaldairytrad hold limit,4
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet asset manag,16
Smartshares Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,smartshar limit,17
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet asset manag,16
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
the NZ Capital Markets,ORG,NZX Annual Report 2023 (including climate statement).txt,nz capit market,4
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
consolidated Group,ORG,NZX Annual Report 2023 (including climate statement).txt,consolid group,4
consolidated Group,ORG,NZX Annual Report 2023 (including climate statement).txt,consolid group,4
i. Equity,ORG,NZX Annual Report 2023 (including climate statement).txt,equiti,3
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
Potential,ORG,NZX Annual Report 2023 (including climate statement).txt,potenti,2
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
the CraigsInvestment Partners Group,ORG,NZX Annual Report 2023 (including climate statement).txt,craigsinvest partner group,2
CIP Group,ORG,NZX Annual Report 2023 (including climate statement).txt,cip group,6
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet asset manag,16
Smartshares Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,smartshar limit,17
QuayStreet Asset Management,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet asset manag,16
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
the NZ Capital Markets,ORG,NZX Annual Report 2023 (including climate statement).txt,nz capit market,4
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
consolidated Group,ORG,NZX Annual Report 2023 (including climate statement).txt,consolid group,4
consolidated Group,ORG,NZX Annual Report 2023 (including climate statement).txt,consolid group,4
i. Equity,ORG,NZX Annual Report 2023 (including climate statement).txt,equiti,3
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
Potential,ORG,NZX Annual Report 2023 (including climate statement).txt,potenti,2
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
the CraigsInvestment Partners Group,ORG,NZX Annual Report 2023 (including climate statement).txt,craigsinvest partner group,2
CIP Group,ORG,NZX Annual Report 2023 (including climate statement).txt,cip group,6
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx annual report,24
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
the CIP Group,ORG,NZX Annual Report 2023 (including climate statement).txt,cip group,6
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
the CIP Group,ORG,NZX Annual Report 2023 (including climate statement).txt,cip group,6
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
the CIP Group,ORG,NZX Annual Report 2023 (including climate statement).txt,cip group,6
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
CIP Group,ORG,NZX Annual Report 2023 (including climate statement).txt,cip group,6
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
AAccqquuiissiittiioonn,ORG,NZX Annual Report 2023 (including climate statement).txt,aaccqquuiissiittiioonn,1
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Trade,ORG,NZX Annual Report 2023 (including climate statement).txt,trade,13
Goodwill,ORG,NZX Annual Report 2023 (including climate statement).txt,goodwil,15
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt,fund manag,13
Goodwill,ORG,NZX Annual Report 2023 (including climate statement).txt,goodwil,15
ASB Superannuation Master Trust,ORG,NZX Annual Report 2023 (including climate statement).txt,asb superannu master trust,12
Smartshares Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,smartshar limit,17
the ASB SuperannuationMaster Trust,ORG,NZX Annual Report 2023 (including climate statement).txt,asb superannuationmast trust,2
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
NZXGroup,ORG,NZX Annual Report 2023 (including climate statement).txt,nzxgroup,2
NZ Capital Markets,ORG,NZX Annual Report 2023 (including climate statement).txt,nz capit market,4
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
the Capital Markets Origination,ORG,NZX Annual Report 2023 (including climate statement).txt,capit market origin,10
Secondary Marketsand Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt,secondari marketsand inform servic,2
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt,fund manag,13
Corporate,ORG,NZX Annual Report 2023 (including climate statement).txt,corpor,6
NZX Regulation Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx regul limit,6
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Trade,ORG,NZX Annual Report 2023 (including climate statement).txt,trade,13
Goodwill,ORG,NZX Annual Report 2023 (including climate statement).txt,goodwil,15
QuayStreet,ORG,NZX Annual Report 2023 (including climate statement).txt,quaystreet,24
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt,fund manag,13
Goodwill,ORG,NZX Annual Report 2023 (including climate statement).txt,goodwil,15
ASB Superannuation Master Trust,ORG,NZX Annual Report 2023 (including climate statement).txt,asb superannu master trust,12
Smartshares Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,smartshar limit,17
the ASB SuperannuationMaster Trust,ORG,NZX Annual Report 2023 (including climate statement).txt,asb superannuationmast trust,2
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
NZXGroup,ORG,NZX Annual Report 2023 (including climate statement).txt,nzxgroup,2
NZ Capital Markets,ORG,NZX Annual Report 2023 (including climate statement).txt,nz capit market,4
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
the Capital Markets Origination,ORG,NZX Annual Report 2023 (including climate statement).txt,capit market origin,10
Secondary Marketsand Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt,secondari marketsand inform servic,2
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt,fund manag,13
Corporate,ORG,NZX Annual Report 2023 (including climate statement).txt,corpor,6
NZX Regulation Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx regul limit,6
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Capital Markets Origination,ORG,NZX Annual Report 2023 (including climate statement).txt,capit market origin,10
customers;• Secondary Markets,ORG,NZX Annual Report 2023 (including climate statement).txt,custom secondari market,1
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Operative Group,ORG,NZX Annual Report 2023 (including climate statement).txt,oper group,1
the Electricity Authority,ORG,NZX Annual Report 2023 (including climate statement).txt,electr author,6
the Ministry for the Environment,ORG,NZX Annual Report 2023 (including climate statement).txt,ministri environ,23
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt,inform servic,10
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt,fund manag,13
KiwiSaver,ORG,NZX Annual Report 2023 (including climate statement).txt,kiwisav,18
NZ RegCo,ORG,NZX Annual Report 2023 (including climate statement).txt,nz regco,17
Corporate,ORG,NZX Annual Report 2023 (including climate statement).txt,corpor,6
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
"Capital
Markets
Origination",ORG,NZX Annual Report 2023 (including climate statement).txt,capit market origin,10
"Capital
Markets
Origination",ORG,NZX Annual Report 2023 (including climate statement).txt,capit market origin,10
"Capital
Markets
Origination",ORG,NZX Annual Report 2023 (including climate statement).txt,capit market origin,10
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx annual report,24
Capital Markets Origination,ORG,NZX Annual Report 2023 (including climate statement).txt,capit market origin,10
Secondary Markets,ORG,NZX Annual Report 2023 (including climate statement).txt,secondari market,9
Participant,ORG,NZX Annual Report 2023 (including climate statement).txt,particip,6
NZ RegCo,ORG,NZX Annual Report 2023 (including climate statement).txt,nz regco,17
SGX,ORG,NZX Annual Report 2023 (including climate statement).txt,sgx,6
SGX,ORG,NZX Annual Report 2023 (including climate statement).txt,sgx,6
New Zealand’s Emissions Trading Schememanaged,ORG,NZX Annual Report 2023 (including climate statement).txt,new zealand emiss trade schememanag,1
Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt,inform servic,10
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt,fund manag,13
FUM,ORG,NZX Annual Report 2023 (including climate statement).txt,fum,46
NZX Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx limit,36
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Total Capital Markets Origination,ORG,NZX Annual Report 2023 (including climate statement).txt,total capit market origin,2
Participant,ORG,NZX Annual Report 2023 (including climate statement).txt,particip,6
Secondary Markets,ORG,NZX Annual Report 2023 (including climate statement).txt,secondari market,9
Total Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt,total inform servic,2
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt,fund manag,13
Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt,wealth technolog,9
NZX Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx limit,36
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Total Capital Markets Origination,ORG,NZX Annual Report 2023 (including climate statement).txt,total capit market origin,2
Participant,ORG,NZX Annual Report 2023 (including climate statement).txt,particip,6
Secondary Markets,ORG,NZX Annual Report 2023 (including climate statement).txt,secondari market,9
Total Information Services,ORG,NZX Annual Report 2023 (including climate statement).txt,total inform servic,2
Funds Management,ORG,NZX Annual Report 2023 (including climate statement).txt,fund manag,13
Wealth Technologies,ORG,NZX Annual Report 2023 (including climate statement).txt,wealth technolog,9
"95,726NZX Annual Report",ORG,NZX Annual Report 2023 (including climate statement).txt,nzx annual report,24
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
NZX Group,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx group,98
the Clearing House - (,ORG,NZX Annual Report 2023 (including climate statement).txt,clear hous,42
New Zealand Depository Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,new zealand depositori limit,4
Smartshares Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,smartshar limit,17
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Smartshares Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,smartshar limit,17
Collateral,ORG,NZX Annual Report 2023 (including climate statement).txt,collater,4
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
the Income Statement,ORG,NZX Annual Report 2023 (including climate statement).txt,incom statement,4
Groupexpects,ORG,NZX Annual Report 2023 (including climate statement).txt,groupexpect,2
Collateral,ORG,NZX Annual Report 2023 (including climate statement).txt,collater,4
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
the Income Statement,ORG,NZX Annual Report 2023 (including climate statement).txt,incom statement,4
Groupexpects,ORG,NZX Annual Report 2023 (including climate statement).txt,groupexpect,2
NZX Annual Report,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx annual report,24
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
i. Earnings,ORG,NZX Annual Report 2023 (including climate statement).txt,earn,4
Weighted,ORG,NZX Annual Report 2023 (including climate statement).txt,weight,7
Weighted,ORG,NZX Annual Report 2023 (including climate statement).txt,weight,7
i. Earnings,ORG,NZX Annual Report 2023 (including climate statement).txt,earn,4
Weighted,ORG,NZX Annual Report 2023 (including climate statement).txt,weight,7
Weighted,ORG,NZX Annual Report 2023 (including climate statement).txt,weight,7
Goodwill,ORG,NZX Annual Report 2023 (including climate statement).txt,goodwil,15
Weighted,ORG,NZX Annual Report 2023 (including climate statement).txt,weight,7
Diluted,ORG,NZX Annual Report 2023 (including climate statement).txt,dilut,13
Goodwill,ORG,NZX Annual Report 2023 (including climate statement).txt,goodwil,15
Bank,ORG,NZX Annual Report 2023 (including climate statement).txt,bank,408
Bank,ORG,NZX Annual Report 2023 (including climate statement).txt,bank,408
Restricted,ORG,NZX Annual Report 2023 (including climate statement).txt,restrict,3
Clearing,ORG,NZX Annual Report 2023 (including climate statement).txt,clear,3
House,ORG,NZX Annual Report 2023 (including climate statement).txt,hous,20
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Bank,ORG,NZX Annual Report 2023 (including climate statement).txt,bank,408
Bank,ORG,NZX Annual Report 2023 (including climate statement).txt,bank,408
Restricted,ORG,NZX Annual Report 2023 (including climate statement).txt,restrict,3
Clearing,ORG,NZX Annual Report 2023 (including climate statement).txt,clear,3
House,ORG,NZX Annual Report 2023 (including climate statement).txt,hous,20
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
MMoovveemmeenntt  iinn  ,ORG,NZX Annual Report 2023 (including climate statement).txt,mmoovveemmeenntt iinn,1
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Property,ORG,NZX Annual Report 2023 (including climate statement).txt,properti,23
the Income Statement,ORG,NZX Annual Report 2023 (including climate statement).txt,incom statement,4
years• Motor,ORG,NZX Annual Report 2023 (including climate statement).txt,year motor,2
WIP,ORG,NZX Annual Report 2023 (including climate statement).txt,wip,8
WIP,ORG,NZX Annual Report 2023 (including climate statement).txt,wip,8
years• Motor,ORG,NZX Annual Report 2023 (including climate statement).txt,year motor,2
WIP,ORG,NZX Annual Report 2023 (including climate statement).txt,wip,8
WIP,ORG,NZX Annual Report 2023 (including climate statement).txt,wip,8
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
GlobalDairyTrade Holding Limited,ORG,NZX Annual Report 2023 (including climate statement).txt,globaldairytrad hold limit,4
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
NZX,ORG,NZX Annual Report 2023 (including climate statement).txt,nzx,547
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
GDT,ORG,NZX Annual Report 2023 (including climate statement).txt,gdt,5
GDT,ORG,NZX Annual Report 2023 (including climate statement).txt,gdt,5
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
GDT,ORG,NZX Annual Report 2023 (including climate statement).txt,gdt,5
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Goodwill,ORG,NZX Annual Report 2023 (including climate statement).txt,goodwil,15
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
Goodwill,ORG,NZX Annual Report 2023 (including climate statement).txt,goodwil,15
Group,ORG,NZX Annual Report 2023 (including climate statement).txt,group,634
