,Link,Company Name,Text,text_new,Scheme Name,status,scheme,Due Date,Submit Date
162,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AUGUSTA ST GEORGES BAY ROAD PROPERTY TRUST (SCH12448),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
163,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BIRCH NOMINEES JOINT VENTURE (SCH11560),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
164,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=455ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,BRADMAN STREET PROPORTIONATE OWNERSHIP SCHEME (SCH11503),No records,Investment Scheme,0,0
165,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=375ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BUILDING A GRAHAM STREET LIMITED PARTNERSHIP (SCH10571),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
166,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=395ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BUILDING B GRAHAM STREET LIMITED PARTNERSHIP (SCH10922),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
167,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=635ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,CENTURIA NZ PROPERTY FUND (SCH12900),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
168,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FERNHILL NOMINEES JOINT VENTURE (SCH11564),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
169,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=435ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,FORMATION ST PROPORTIONATE OWNERSHIP SCHEME (SCH11478),No records,Investment Scheme,0,0
170,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,HIBISCUS NOMINEES JOINT VENTURES (SCH11466),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
171,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=535ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,LAMBIE DR PROPERTY SCHEME (SCH11586),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
172,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=555ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,LINK DR PROPERTY SCHEME (SCH11587),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
173,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=495ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,MANADON STREET PROPERTY SCHEME (SCH11532),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
174,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=415ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,PEACHGROVE ROAD LIMITED PARTNERSHIP (SCH11471),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
175,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=355ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,QUINNS HILL ROAD PARTNERSHIP (SCH10523),No records,Investment Scheme,0,0
176,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,SHANDS ROAD LIMITED PARTNERSHIP (SCH11468),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
177,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=475ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,SHERBROOKE RD PARTNERSHIP (SCH11507),No records,Investment Scheme,0,0
178,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=5d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,SIR WILLIAM PICKERING DRIVE LIMITED PARTNERSHIP (SCH12323),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
179,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=3b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,TAKANINI NOMINEES JOINT VENTURE (SCH11465),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
180,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=4b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,VICKERS ROAD PROPERTY SCHEME (SCH11556),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
181,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=575ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,WESTPOINT PROPERTY SCHEME (SCH11602),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
182,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=515ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=776c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,CENTURIA FUNDS MANAGEMENT (NZ) LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,WILLIAMS STREET NOMINEES JOINT VENTURE (SCH11570),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
183,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=675ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=796c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FIRST MORTGAGE MANAGERS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FIRST MORTGAGE PIE TRUST (SCH10249),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
184,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=655ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=796c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FIRST MORTGAGE MANAGERS LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FIRST MORTGAGE TRUST GROUP INVESTMENT FUND (SCH10239),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
185,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=735ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7b6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FISHER FUNDS MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FISHER FUNDS INVESTMENT SERIES (SCH10642),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
186,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=6b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7b6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FISHER FUNDS MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FISHER FUNDS KIWISAVER SCHEME (SCH10636),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
187,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=6d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7b6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FISHER FUNDS MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FISHER FUNDS LIFESAVER PLAN (SCH10637),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
188,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=6f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7b6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FISHER FUNDS MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FISHER FUNDS MANAGED FUNDS (SCH10640),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
189,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=715ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7b6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FISHER FUNDS MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FISHER FUNDS PREMIUM SERVICE (SCH10641),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
190,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=695ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7b6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FISHER FUNDS MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FISHER FUNDS TWO KIWISAVER SCHEME (SCH10597),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
191,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=755ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7b6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FISHER FUNDS MANAGEMENT LIMITED,"Reporting Period
. sort descending
Actions
There are no records to display.",There are no records to display.,FUTUREPLAN (SCH11318),No records,Investment Scheme,0,0
192,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=9f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,ACI FUNDS (SCH13499),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
193,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=7d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,ANTIPODES INVESTMENT FUNDS (SCH12434),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
194,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=795ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,APN INVESTMENT FUNDS SCHEME (SCH11734),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
195,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=875ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,AURORA KIWISAVER SCHEME (SCH13055),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
196,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=9d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,BENTHAM INVESTMENT FUNDS (SCH13506),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
197,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=895ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,COLCHESTER INVESTMENT FUNDS (SCH13056),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
198,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=935ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,COOLABAH INVESTMENT FUNDS (SCH13148),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
199,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=9b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,DIMENSIONAL INVESTMENT FUNDS (SCH13317),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
200,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=8b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FIRST SENTIER INVESTORS (NZ) SCHEME (SCH13089),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
201,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=955ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FOUNDATION SERIES FUNDS (SCH13175),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
202,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=7b5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,FRANKLIN TEMPLETON INVESTMENT FUNDS (SCH12302),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
203,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=7f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,HOBSON WEALTH INVESTMENT FUNDS (SCH12667),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
204,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=975ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,HYPERION INVESTMENT FUNDS (SCH13281),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
205,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=835ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,INVESTNOW KIWISAVER SCHEME (SCH12874),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
206,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=855ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,LIGHTHOUSE INVESTMENT FUNDS (SCH13048),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
207,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=775ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,RUSSELL INVESTMENT FUNDS (SCH10586),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
208,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=a15ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,SCHRODER INVESTMENT FUNDS (SCH13639),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
209,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=8d5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,SQUIRREL INVESTMENT FUNDS (SCH13142),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
210,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=995ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,STEWART INVESTORS (NZ) MANAGED INVESTMENT SCHEME (SCH13295),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
211,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=8f5ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,TE AHUMAIRANGI INVESTMENT FUNDS (SCH13146),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
212,https://crd-app.companiesoffice.govt.nz/dashboard/reportingentity/scheme/?id=915ca035-8a94-ee11-be37-00224892b34a&refentity=mbie_reportingentity&refid=7d6c5ca5-8394-ee11-be37-00224892b34a&refrel=mbie_Scheme_ReportingEntityId_mbie_Report,FUNDROCK NZ LIMITED,"Reporting Period
. sort descending
Actions
31-03-2024 - Due by 31-07-2024",31-03-2024 - Due by 31-07-2024,VAULT DIGITAL FUNDS (SCH13147),Have records but not submitted,Investment Scheme,31/03/2024,31/07/2024
